,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
627,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),Job Description,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan"
628,Data Scientist,-1,Job Description,-1,Point72 Ventures,"Palo Alto, CA",-1,-1,-1,-1,-1,-1,-1,-1
629,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),Job Description,3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1
630,Marketing Data Analyst,$35K-$62K (Glassdoor est.),Job Description,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1
631,Data Engineer,$55K-$105K (Glassdoor est.),Job Description,3.4,"Trace3
3.4","Houston, TX","Irvine, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv"
632,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),Job Description,4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1
633,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Job Description,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1
634,Principal Data Scientist,$135K-$211K (Glassdoor est.),Job Description,3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
635,Data Engineer,$57K-$80K (Glassdoor est.),Job Description,3.5,"Saama Technologies Inc
3.5","Phoenix, AZ","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM"
636,Data Scientist - Alpha Insights,$129K-$215K (Glassdoor est.),Job Description,4.4,"Two Sigma
4.4","New York, NY","New York, NY",1001 to 5000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
637,"Data Scientist, Office of Data Science",$86K-$143K (Glassdoor est.),Job Description,3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm"
638,"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),Job Description,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
639,Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),Job Description,3.2,"MITRE
3.2","Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
640,Data Engineer,$43K-$86K (Glassdoor est.),Job Description,3.2,"Guidepoint
3.2","New York, NY","New York, NY",501 to 1000 employees,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge"
641,Senior Data Scientist,-1,Job Description,4.5,"GSN Games
4.5","San Francisco, CA","Boston, MA",201 to 500 employees,1999,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
642,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),Job Description,2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1
643,Data Scientist,$71K-$124K (Glassdoor est.),Job Description,4,"Strategic Financial Solutions
4.0","New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network"
644,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
645,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),Job Description,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
646,Data Scientist,$69K-$121K (Glassdoor est.),Job Description,3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY","Norwalk, CT",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth"
647,Senior Data Scientist,$97K-$160K (Glassdoor est.),Job Description,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1
648,Principal Data Scientist,$150K-$238K (Glassdoor est.),Job Description,3.2,"The Climate Corporation
3.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere"
649,Business Intelligence Analyst,-1,Job Description,3.1,"Qualifacts Systems, Inc.
3.1","Nashville, TN","Nashville, TN",201 to 500 employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Netsmart
650,Data Engineer with R,-1,Job Description,4.1,"Redstream Technology
4.1","Georgia Southern, GA","New York, NY",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
651,Data Scientist,$77K-$132K (Glassdoor est.),Job Description,3.5,"Crossix Solutions
3.5","New York, NY","New York, NY",201 to 500 employees,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
652,Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),Job Description,3.7,"Vail Health
3.7","Vail, CO","Vail, CO",501 to 1000 employees,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
653,Data Engineer - Consultant (Charlotte Based),$59K-$112K (Glassdoor est.),Job Description,4.2,"Clarity Insights
4.2","Charlotte, NC","Chicago, IL",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
654,"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K (Glassdoor est.),Job Description,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1
655,Data Engineer,$79K-$147K (Glassdoor est.),Job Description,3.1,"NCSOFT
3.1","Aliso Viejo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts"
656,Business Intelligence Analyst,-1,Job Description,3.7,"CALIBRE Systems
3.7","Dulles, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech"
657,Chief Data Officer,-1,Job Description,2.7,"Sterling National Bank
2.7","New York, NY","New York, NY",1001 to 5000 employees,1966,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, New York Community Bancorp, Citi"
658,"Scientist, Immuno-Oncology",$62K-$119K (Glassdoor est.),Job Description,3.9,"GSK
3.9","Cambridge, MA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck"
659,"Head Data Scientist â€?NLP lead, Novartis AI Innovation Lab",-1,Job Description,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
660,Senior Data Scientist,$119K-$187K (Glassdoor est.),Job Description,4.3,"Factual
4.3","Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare
661,Products Data Analyst II,$90K-$157K (Glassdoor est.),Job Description,3.3,"TriNet
3.3","Dublin, CA","Dublin, CA",1001 to 5000 employees,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP"
662,Lead Data Analyst,$32K-$62K (Glassdoor est.),Job Description,3.9,"Signpost
3.9","New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1
663,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),Job Description,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
664,Data Science Engineer - Mobile,$116K-$208K (Glassdoor est.),Job Description,4,"Adobe
4.0","San Jose, CA","San Jose, CA",10000+ employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft"
665,Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),Job Description,3.9,"AstraZeneca
3.9","New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
666,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),Job Description,3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa"
667,Scientist - Analytical Development - Pharmaceutics,-1,Job Description,2.3,"UPM Pharmaceutical Inc
2.3","Bristol, TN","Bristol, TN",51 to 200 employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1
668,Data Scientist,$86K-$144K (Glassdoor est.),Job Description,3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR"
669,Senior Data Scientist,$102K-$165K (Glassdoor est.),Job Description,3.5,"Sartorius
3.5","Arvada, CO","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1
670,Data Engineer,$74K-$124K (Glassdoor est.),Job Description,4,"Pinnacol Assurance
4.0","Denver, CO","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1
671,Food Scientist - Developer,$40K-$68K (Glassdoor est.),Job Description,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
672,Senior Data Engineer,$76K-$142K (Glassdoor est.),Job Description,3.2,"Equian LLC
3.2","Franklin, TN","Indianapolis, IN",1001 to 5000 employees,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
673,Data Engineer,$76K-$142K (Glassdoor est.),Job Description,3.4,"MetroStar Systems
3.4","Rockville, MD","Reston, VA",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
674,Senior Data Scientist,$108K-$171K (Glassdoor est.),Job Description,4.4,"MathWorks
4.4","Natick, MA","Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1
675,"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),Job Description,3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm"
676,Machine Learning Engineer,$91K-$159K (Glassdoor est.),Job Description,3.2,"Information Builders
3.2","New York, NY","New York, NY",1001 to 5000 employees,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica"
677,Data Engineer,-1,Job Description,4.1,"NJF Global Holdings
4.1","New York, NY","London, United Kingdom",51 to 200 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1
678,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K (Glassdoor est.),Job Description,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
679,"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),Job Description,2.9,"Audentes Therapeutics
2.9","South San Francisco, CA","San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio"
680,Clinical Data Manager,-1,Job Description,5,"Alector
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
681,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),Job Description,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1
682,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),Job Description,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
683,Scientist - Analytical Services,$65K-$134K (Glassdoor est.),Job Description,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
684,Data Engineer 5 - Contract,-1,Job Description,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1
685,Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),Job Description,3.3,"National Interstate
3.3","Richfield, OH","Richfield, OH",501 to 1000 employees,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1
686,"Head Data Scientist â€?Image Analytics lead, Novartis AI Innovation Lab",-1,Job Description,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
687,IT Associate Data Analyst,$39K-$69K (Glassdoor est.),Job Description,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
688,Sr. Data Engineer,$87K-$158K (Glassdoor est.),Job Description,4.5,"Moser Consulting
4.5","Indianapolis, IN","Indianapolis, IN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
689,Clinical Data Analyst,$27K-$48K (Glassdoor est.),Job Description,3,"Greenway Health
3.0","Tampa, FL","Tampa, FL",1001 to 5000 employees,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth"
690,Business Data Analyst,$36K-$71K (Glassdoor est.),Job Description,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com"
691,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),Job Description,3.9,"TransUnion
3.9","Chicago, IL","Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1
